0,1,2,3,4,5,6,7,8,9,10
specialty chocolate,domestic eggs,,,,,,,,,
beef,rolls/buns,,,,,,,,,
fruit/vegetable juice,spices,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
beverages,other vegetables,curd,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
domestic eggs,bottled water,kitchen towels,,,,,,,,
tropical fruit,beef,curd,rolls/buns,whipped/sour cream,whole milk,candles,cake bar,flour,,
pastry,soda,instant coffee,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
root vegetables,yogurt,pickled vegetables,,,,,,,,
whole milk,yogurt,,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
whole milk,baking powder,,,,,,,,,
brown bread,newspapers,margarine,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
root vegetables,sweet spreads,,,,,,,,,
finished products,pip fruit,,,,,,,,,
beef,rolls/buns,,,,,,,,,
berries,UHT-milk,cream cheese ,,,,,,,,
pastry,female sanitary products,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
pip fruit,butter milk,,,,,,,,,
tropical fruit,newspapers,specialty chocolate,margarine,,,,,,,
pastry,spread cheese,other vegetables,,,,,,,,
finished products,pork,onions,pasta,tropical fruit,soda,pastry,,,,
flower (seeds),domestic eggs,,,,,,,,,
berries,frozen meals,shopping bags,,,,,,,,
rolls/buns,sausage,whole milk,pastry,yogurt,dessert,curd,yogurt,,,
other vegetables,dessert,,,,,,,,,
citrus fruit,flour,,,,,,,,,
bottled beer,whole milk,bottled water,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
ice cream,root vegetables,,,,,,,,,
frozen dessert,canned beer,,,,,,,,,
beef,bottled water,,,,,,,,,
meat spreads,ketchup,,,,,,,,,
root vegetables,coffee,soda,,,,,,,,
soda,oil,,,,,,,,,
sausage,dessert,,,,,,,,,
butter,roll products ,,,,,,,,,
frankfurter,specialty cheese,soft cheese,,,,,,,,
bottled beer,canned beer,,,,,,,,,
brown bread,packaged fruit/vegetables,,,,,,,,,
grapes,shopping bags,artif. sweetener,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
shopping bags,rice,,,,,,,,,
pork,domestic eggs,,,,,,,,,
pastry,soda,detergent,,,,,,,,
tropical fruit,margarine,,,,,,,,,
root vegetables,soda,,,,,,,,,
finished products,other vegetables,,,,,,,,,
other vegetables,meat spreads,,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
photo/film,shopping bags,,,,,,,,,
pastry,whipped/sour cream,whipped/sour cream,oil,,,,,,,
pip fruit,whole milk,,,,,,,,,
whole milk,dish cleaner,frozen fish,newspapers,,,,,,,
other vegetables,pastry,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
soda,frozen meals,bottled beer,,,,,,,,
rolls/buns,salty snack,bottled water,shopping bags,,,,,,,
chicken,oil,chocolate,candy,,,,,,,
ice cream,butter,,,,,,,,,
yogurt,dental care,,,,,,,,,
napkins,dessert,,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
long life bakery product,brown bread,popcorn,,,,,,,,
other vegetables,white bread,,,,,,,,,
sliced cheese,dessert,shopping bags,,,,,,,,
pip fruit,newspapers,root vegetables,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
pork,rolls/buns,roll products ,,,,,,,,
brown bread,sausage,rolls/buns,bottled water,,,,,,,
whole milk,whipped/sour cream,frozen vegetables,,,,,,,,
specialty fat,liquor (appetizer),,,,,,,,,
condensed milk,other vegetables,,,,,,,,,
long life bakery product,butter,,,,,,,,,
specialty bar,misc. beverages,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
other vegetables,long life bakery product,pastry,,,,,,,,
onions,cat food,white wine,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
pork,brown bread,,,,,,,,,
rolls/buns,tropical fruit,salty snack,specialty bar,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
herbs,sausage,candy,whole milk,,,,,,,
sausage,yogurt,,,,,,,,,
sausage,root vegetables,,,,,,,,,
whole milk,canned beer,newspapers,whipped/sour cream,,,,,,,
whole milk,cat food,processed cheese,rolls/buns,,,,,,,
sugar,shopping bags,,,,,,,,,
rolls/buns,berries,canned vegetables,dessert,,,,,,,
frankfurter,bottled water,,,,,,,,,
butter milk,pickled vegetables,,,,,,,,,
whole milk,butter,,,,,,,,,
whole milk,hamburger meat,,,,,,,,,
ice cream,yogurt,,,,,,,,,
citrus fruit,brown bread,candy,domestic eggs,,,,,,,
canned beer,newspapers,,,,,,,,,
soda,cream cheese ,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
sausage,newspapers,,,,,,,,,
pork,pastry,rolls/buns,,,,,,,,
whole milk,pastry,specialty bar,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
bottled water,tropical fruit,domestic eggs,,,,,,,,
sausage,flower (seeds),,,,,,,,,
butter,long life bakery product,,,,,,,,,
whole milk,ice cream,,,,,,,,,
pastry,soda,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
canned beer,shopping bags,rolls/buns,yogurt,butter milk,,,,,,
canned beer,cream cheese ,,,,,,,,,
pork,other vegetables,,,,,,,,,
semi-finished bread,flour,,,,,,,,,
sausage,whole milk,,,,,,,,,
beef,curd,frozen meals,,,,,,,,
dessert,salty snack,,,,,,,,,
soda,sliced cheese,,,,,,,,,
pip fruit,white wine,,,,,,,,,
berries,whipped/sour cream,other vegetables,other vegetables,newspapers,,,,,,
tropical fruit,waffles,,,,,,,,,
photo/film,white wine,other vegetables,brown bread,canned fish,margarine,sliced cheese,,,,
ham,tropical fruit,soda,,,,,,,,
grapes,coffee,,,,,,,,,
root vegetables,dog food,,,,,,,,,
tropical fruit,liquor (appetizer),,,,,,,,,
tropical fruit,root vegetables,candy,yogurt,rolls/buns,,,,,,
beef,whole milk,,,,,,,,,
soda,specialty chocolate,,,,,,,,,
packaged fruit/vegetables,pastry,,,,,,,,,
beef,butter milk,,,,,,,,,
domestic eggs,domestic eggs,,,,,,,,,
domestic eggs,butter milk,long life bakery product,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
berries,whipped/sour cream,bottled water,,,,,,,,
chocolate marshmallow,salt,,,,,,,,,
beef,other vegetables,bottled water,,,,,,,,
sausage,pickled vegetables,,,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
frankfurter,ice cream,soda,,,,,,,,
bottled water,curd,semi-finished bread,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
soda,tropical fruit,,,,,,,,,
brown bread,whole milk,spread cheese,butter,fruit/vegetable juice,,,,,,
onions,whole milk,,,,,,,,,
ham,pastry,,,,,,,,,
other vegetables,pickled vegetables,,,,,,,,,
bottled water,long life bakery product,root vegetables,mustard,,,,,,,
napkins,mayonnaise,,,,,,,,,
rolls/buns,other vegetables,curd,spread cheese,candles,,,,,,
dessert,tropical fruit,,,,,,,,,
citrus fruit,whole milk,UHT-milk,,,,,,,,
liquor,tropical fruit,other vegetables,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
citrus fruit,whole milk,beef,shopping bags,,,,,,,
root vegetables,whole milk,,,,,,,,,
frankfurter,curd,,,,,,,,,
rolls/buns,herbs,,,,,,,,,
ham,whole milk,,,,,,,,,
tropical fruit,cooking chocolate,,,,,,,,,
whole milk,canned fish,,,,,,,,,
frankfurter,chocolate,,,,,,,,,
berries,pasta,soda,canned vegetables,,,,,,,
citrus fruit,waffles,,,,,,,,,
rolls/buns,sausage,tropical fruit,soda,yogurt,onions,flour,specialty chocolate,whipped/sour cream,,
rolls/buns,yogurt,newspapers,,,,,,,,
house keeping products,frozen vegetables,,,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
sugar,curd,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
frankfurter,frozen vegetables,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
kitchen towels,margarine,,,,,,,,,
white wine,canned vegetables,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
root vegetables,herbs,cream cheese ,,,,,,,,
berries,specialty cheese,,,,,,,,,
hamburger meat,curd,,,,,,,,,
soda,artif. sweetener,cocoa drinks,bottled water,,,,,,,
rolls/buns,rum,,,,,,,,,
butter milk,hard cheese,,,,,,,,,
chicken,whole milk,whole milk,coffee,,,,,,,
specialty bar,shopping bags,pasta,,,,,,,,
sausage,pickled vegetables,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
pork,rolls/buns,,,,,,,,,
ice cream,onions,,,,,,,,,
sausage,bottled water,,,,,,,,,
spread cheese,cream cheese ,shopping bags,,,,,,,,
brown bread,sugar,,,,,,,,,
tropical fruit,pork,newspapers,,,,,,,,
whole milk,yogurt,chocolate,,,,,,,,
frankfurter,margarine,,,,,,,,,
other vegetables,liquor (appetizer),,,,,,,,,
canned beer,citrus fruit,,,,,,,,,
newspapers,roll products ,,,,,,,,,
grapes,napkins,,,,,,,,,
ham,white bread,,,,,,,,,
whole milk,coffee,,,,,,,,,
hamburger meat,pip fruit,,,,,,,,,
butter,chewing gum,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
canned beer,rolls/buns,rolls/buns,,,,,,,,
butter,chocolate,,,,,,,,,
beef,specialty bar,rolls/buns,,,,,,,,
sausage,onions,misc. beverages,,,,,,,,
whole milk,tropical fruit,rolls/buns,soap,,,,,,,
cling film/bags,domestic eggs,domestic eggs,,,,,,,,
pip fruit,soda,grapes,,,,,,,,
frozen fish,specialty cheese,,,,,,,,,
beef,salty snack,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
frankfurter,dessert,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
sausage,sliced cheese,,,,,,,,,
photo/film,frozen potato products,,,,,,,,,
yogurt,soft cheese,,,,,,,,,
soda,bottled beer,chicken,yogurt,,,,,,,
beef,white wine,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
sausage,dessert,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
rolls/buns,baby cosmetics,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
beef,waffles,,,,,,,,,
onions,rolls/buns,,,,,,,,,
turkey,chocolate,,,,,,,,,
cling film/bags,ham,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
dish cleaner,whole milk,frozen vegetables,waffles,,,,,,,
grapes,whipped/sour cream,,,,,,,,,
whipped/sour cream,coffee,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
meat,butter,frozen dessert,,,,,,,,
bottled water,coffee,,,,,,,,,
canned beer,ice cream,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
UHT-milk,tea,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
beef,misc. beverages,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
house keeping products,yogurt,,,,,,,,,
citrus fruit,frankfurter,coffee,UHT-milk,candy,fruit/vegetable juice,,,,,
other vegetables,sliced cheese,canned vegetables,,,,,,,,
pork,white bread,domestic eggs,,,,,,,,
chocolate marshmallow,brown bread,,,,,,,,,
citrus fruit,hard cheese,,,,,,,,,
whole milk,soda,,,,,,,,,
yogurt,berries,,,,,,,,,
cream,shopping bags,,,,,,,,,
pork,liver loaf,canned beer,whole milk,,,,,,,
tropical fruit,other vegetables,berries,butter,,,,,,,
citrus fruit,waffles,,,,,,,,,
semi-finished bread,margarine,butter,,,,,,,,
candy,dessert,rolls/buns,canned fish,,,,,,,
salty snack,pip fruit,photo/film,domestic eggs,rolls/buns,,,,,,
turkey,newspapers,white wine,,,,,,,,
frankfurter,dishes,,,,,,,,,
pastry,shopping bags,,,,,,,,,
chicken,flower (seeds),,,,,,,,,
soda,napkins,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
ham,white wine,pasta,,,,,,,,
frankfurter,dog food,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
soda,napkins,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
pastry,soda,,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
dessert,napkins,,,,,,,,,
chicken,pastry,waffles,,,,,,,,
light bulbs,cooking chocolate,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
frankfurter,sausage,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,pastry,whole milk,,,,,,,,
rolls/buns,chewing gum,other vegetables,,,,,,,,
canned beer,brown bread,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
pork,spread cheese,,,,,,,,,
soda,whole milk,,,,,,,,,
white bread,other vegetables,,,,,,,,,
meat,whole milk,,,,,,,,,
whole milk,pasta,rolls/buns,,,,,,,,
beef,whole milk,newspapers,,,,,,,,
whole milk,other vegetables,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
coffee,berries,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
frankfurter,oil,soda,,,,,,,,
herbs,coffee,salt,,,,,,,,
pork,brown bread,,,,,,,,,
citrus fruit,skin care,,,,,,,,,
meat,sugar,margarine,cat food,,,,,,,
canned beer,coffee,,,,,,,,,
canned vegetables,whole milk,,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
soda,rolls/buns,shopping bags,,,,,,,,
other vegetables,margarine,,,,,,,,,
tropical fruit,grapes,,,,,,,,,
root vegetables,chewing gum,,,,,,,,,
pip fruit,frozen vegetables,whipped/sour cream,whipped/sour cream,,,,,,,
canned beer,berries,butter,baking powder,,,,,,,
soda,semi-finished bread,coffee,,,,,,,,
tropical fruit,soda,,,,,,,,,
tropical fruit,rolls/buns,canned beer,dish cleaner,,,,,,,
sausage,yogurt,,,,,,,,,
brown bread,brown bread,,,,,,,,,
bottled water,bottled beer,brown bread,,,,,,,,
pip fruit,vinegar,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
liquor,other vegetables,whole milk,other vegetables,,,,,,,
hamburger meat,toilet cleaner,rolls/buns,,,,,,,,
pip fruit,rolls/buns,shopping bags,,,,,,,,
whole milk,curd,,,,,,,,,
pot plants,other vegetables,,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
pickled vegetables,butter,,,,,,,,,
frozen chicken,white wine,,,,,,,,,
whole milk,tropical fruit,chocolate,,,,,,,,
yogurt,canned fish,pasta,,,,,,,,
sausage,beverages,canned beer,whole milk,,,,,,,
root vegetables,coffee,domestic eggs,soda,,,,,,,
napkins,other vegetables,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
pork,other vegetables,yogurt,shopping bags,soft cheese,detergent,,,,,
canned beer,misc. beverages,,,,,,,,,
root vegetables,pip fruit,,,,,,,,,
bottled beer,hygiene articles,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
other vegetables,pasta,,,,,,,,,
whole milk,margarine,,,,,,,,,
red/blush wine,dessert,curd,rolls/buns,,,,,,,
other vegetables,newspapers,,,,,,,,,
pastry,liquor,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
cream cheese ,female sanitary products,,,,,,,,,
rolls/buns,soda,,,,,,,,,
yogurt,pastry,bottled water,,,,,,,,
finished products,domestic eggs,,,,,,,,,
tropical fruit,sugar,,,,,,,,,
turkey,chewing gum,,,,,,,,,
sausage,bottled beer,onions,other vegetables,soda,,,,,,
butter,cleaner,red/blush wine,,,,,,,,
tropical fruit,flour,,,,,,,,,
bottled beer,canned fish,,,,,,,,,
butter milk,whipped/sour cream,,,,,,,,,
seasonal products,white bread,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
hamburger meat,soda,,,,,,,,,
chicken,white bread,,,,,,,,,
bottled water,ice cream,,,,,,,,,
sausage,curd,,,,,,,,,
pip fruit,sauces,,,,,,,,,
chewing gum,sugar,,,,,,,,,
other vegetables,ice cream,,,,,,,,,
baking powder,whole milk,rolls/buns,,,,,,,,
rolls/buns,dishes,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
canned beer,white bread,,,,,,,,,
whole milk,frozen vegetables,semi-finished bread,,,,,,,,
pickled vegetables,frozen vegetables,,,,,,,,,
sausage,whole milk,margarine,,,,,,,,
other vegetables,margarine,,,,,,,,,
bags,other vegetables,,,,,,,,,
photo/film,bottled beer,,,,,,,,,
bottled water,oil,sausage,bottled beer,rolls/buns,bottled water,waffles,tropical fruit,frozen meals,,
tropical fruit,soda,whipped/sour cream,,,,,,,,
sausage,hygiene articles,ice cream,,,,,,,,
tropical fruit,white wine,oil,,,,,,,,
white bread,mayonnaise,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
soda,yogurt,,,,,,,,,
onions,root vegetables,bottled water,,,,,,,,
beef,margarine,,,,,,,,,
ham,rolls/buns,,,,,,,,,
whole milk,pip fruit,detergent,,,,,,,,
frankfurter,napkins,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
whole milk,bottled water,,,,,,,,,
jam,cream cheese ,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
frankfurter,rolls/buns,shopping bags,margarine,,,,,,,
processed cheese,root vegetables,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
UHT-milk,frozen fish,,,,,,,,,
bottled beer,processed cheese,,,,,,,,,
frankfurter,tropical fruit,mustard,,,,,,,,
bottled water,photo/film,,,,,,,,,
whole milk,pasta,,,,,,,,,
tropical fruit,house keeping products,,,,,,,,,
berries,specialty bar,,,,,,,,,
tropical fruit,bottled water,cream cheese ,,,,,,,,
whole milk,candy,,,,,,,,,
salty snack,white wine,,,,,,,,,
whole milk,candy,semi-finished bread,candy,,,,,,,
onions,pastry,,,,,,,,,
hamburger meat,rolls/buns,pip fruit,berries,,,,,,,
whole milk,whole milk,,,,,,,,,
bottled beer,brown bread,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
tropical fruit,soda,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
whole milk,pasta,,,,,,,,,
finished products,dessert,,,,,,,,,
pork,pip fruit,,,,,,,,,
hamburger meat,condensed milk,,,,,,,,,
soda,curd cheese,root vegetables,semi-finished bread,,,,,,,
pip fruit,pasta,,,,,,,,,
whipped/sour cream,softener,,,,,,,,,
tropical fruit,pastry,newspapers,,,,,,,,
beef,root vegetables,,,,,,,,,
tropical fruit,grapes,sugar,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
tropical fruit,dessert,white bread,bottled water,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
shopping bags,snack products,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
curd cheese,sausage,bottled water,napkins,,,,,,,
rolls/buns,coffee,,,,,,,,,
tropical fruit,liquor,,,,,,,,,
whole milk,finished products,beef,,,,,,,,
tropical fruit,sausage,tropical fruit,detergent,butter,newspapers,,,,,
frankfurter,white bread,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
soda,pet care,butter,,,,,,,,
root vegetables,whole milk,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
sausage,pip fruit,brown bread,,,,,,,,
newspapers,soda,,,,,,,,,
pork,whole milk,,,,,,,,,
specialty bar,brown bread,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
grapes,waffles,soda,,,,,,,,
sausage,butter milk,beverages,,,,,,,,
bottled water,dental care,,,,,,,,,
ice cream,flower (seeds),,,,,,,,,
cream cheese ,shopping bags,shopping bags,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
domestic eggs,sausage,bottled water,curd,frozen meals,hygiene articles,chocolate,rolls/buns,,,
other vegetables,bottled beer,white bread,fruit/vegetable juice,,,,,,,
citrus fruit,soda,,,,,,,,,
chicken,specialty chocolate,,,,,,,,,
pork,whole milk,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
whole milk,organic products,,,,,,,,,
tropical fruit,long life bakery product,,,,,,,,,
chicken,margarine,waffles,,,,,,,,
frankfurter,seasonal products,rolls/buns,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
citrus fruit,processed cheese,,,,,,,,,
whole milk,grapes,,,,,,,,,
fruit/vegetable juice,candy,,,,,,,,,
coffee,baking powder,,,,,,,,,
rolls/buns,cat food,,,,,,,,,
beverages,domestic eggs,,,,,,,,,
pip fruit,shopping bags,butter,,,,,,,,
frankfurter,coffee,,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
beverages,rolls/buns,,,,,,,,,
whole milk,beef,rolls/buns,mustard,,,,,,,
ham,napkins,,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
frankfurter,tropical fruit,frozen meals,soda,,,,,,,
root vegetables,soups,decalcifier,,,,,,,,
sauces,rolls/buns,soda,whipped/sour cream,,,,,,,
canned beer,other vegetables,waffles,oil,,,,,,,
domestic eggs,root vegetables,semi-finished bread,curd,,,,,,,
misc. beverages,hard cheese,herbs,sugar,,,,,,,
beef,white bread,frozen vegetables,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
sausage,other vegetables,oil,candy,,,,,,,
tropical fruit,UHT-milk,whole milk,,,,,,,,
soda,ice cream,,,,,,,,,
canned beer,yogurt,,,,,,,,,
soda,pastry,,,,,,,,,
bottled water,cream cheese ,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
bottled beer,canned vegetables,,,,,,,,,
other vegetables,roll products ,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
flower soil/fertilizer,butter milk,,,,,,,,,
pork,beef,beef,bottled water,salty snack,flour,instant coffee,,,,
frozen potato products,margarine,,,,,,,,,
soda,bottled water,,,,,,,,,
beef,pasta,,,,,,,,,
pet care,rolls/buns,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
sausage,whole milk,,,,,,,,,
frankfurter,cat food,,,,,,,,,
tropical fruit,cling film/bags,,,,,,,,,
yogurt,whole milk,waffles,,,,,,,,
hygiene articles,dessert,,,,,,,,,
other vegetables,curd,,,,,,,,,
soda,pip fruit,,,,,,,,,
whipped/sour cream,beef,,,,,,,,,
tropical fruit,frozen vegetables,rice,,,,,,,,
ice cream,whole milk,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
pip fruit,butter,soda,,,,,,,,
whole milk,root vegetables,soda,,,,,,,,
butter milk,pip fruit,,,,,,,,,
salt,domestic eggs,,,,,,,,,
canned beer,salt,,,,,,,,,
citrus fruit,newspapers,,,,,,,,,
pip fruit,male cosmetics,,,,,,,,,
brown bread,candy,chocolate,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
frozen meals,bottled beer,root vegetables,potato products,,,,,,,
soda,root vegetables,whole milk,pastry,,,,,,,
frozen vegetables,dishes,soda,domestic eggs,,,,,,,
whole milk,whole milk,,,,,,,,,
pork,butter,,,,,,,,,
processed cheese,frozen potato products,Instant food products,,,,,,,,
rolls/buns,dessert,bottled water,chocolate,,,,,,,
roll products ,soda,other vegetables,,,,,,,,
curd,rolls/buns,,,,,,,,,
meat,citrus fruit,,,,,,,,,
canned beer,chicken,other vegetables,,,,,,,,
fish,canned beer,chocolate,,,,,,,,
fruit/vegetable juice,long life bakery product,specialty cheese,,,,,,,,
curd,softener,,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
cookware,other vegetables,,,,,,,,,
pork,soda,,,,,,,,,
margarine,other vegetables,,,,,,,,,
frankfurter,whole milk,canned fish,yogurt,,,,,,,
beef,margarine,baking powder,,,,,,,,
whole milk,hamburger meat,soft cheese,long life bakery product,margarine,bottled beer,,,,,
rolls/buns,processed cheese,,,,,,,,,
chocolate marshmallow,canned beer,,,,,,,,,
berries,shopping bags,red/blush wine,,,,,,,,
ice cream,root vegetables,hygiene articles,,,,,,,,
whipped/sour cream,coffee,shopping bags,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
hamburger meat,other vegetables,frozen dessert,oil,,,,,,,
pasta,brown bread,beef,long life bakery product,citrus fruit,whipped/sour cream,specialty cheese,frozen vegetables,,,
curd,yogurt,,,,,,,,,
soda,Instant food products,,,,,,,,,
ice cream,sliced cheese,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
butter milk,napkins,,,,,,,,,
whole milk,coffee,salty snack,root vegetables,yogurt,oil,soft cheese,,,,
